Property_ID,Location,Area_sq_ft,Bedrooms,Bathrooms,Year_Built,Amenities,Price
P03992,Hardinmouth,4305,1,3,1986,Garage,971883
P03993,Port Sherry,2156,1,3,1999,Garden,990974
P03994,Stoneshire,937,4,3,2000,Pool,637792
P03995,North William,1030,5,3,2004,Garden,851980
P03996,New Tinachester,3951,4,1,1993,Garage,208056
P03997,Lake Kevinmouth,887,5,3,2014,None,979705
P03998,Martinfurt,2980,5,1,2008,None,981470
P03999,Stokesburgh,3656,3,2,1985,None,160192
P04000,East Joshuaberg,800,1,1,2020,Pool,428814
P04001,Wigginsmouth,4557,2,3,1992,Garage,706300
P04002,Bryanmouth,4940,3,3,1995,None,427776
P04003,South Katherinetown,719,3,1,1996,Pool,879304
P04004,South Christian,1225,1,1,2007,Garage,902168
P04005,Myersshire,2139,5,3,2016,None,806609
P04006,Adamsfort,2681,2,1,1984,Garage,514919
P04007,Jenniferview,1088,3,3,1990,Garage,336382
P04008,Hollystad,4895,4,3,2010,Pool,731161
P04009,New Helen,4812,1,2,2009,Garage,717556
P04010,Allenborough,2075,2,2,1987,Garden,149136
P04011,Cainchester,2402,5,1,1999,None,235757
P04012,Nicholshaven,2530,2,3,1991,Garden,646427
P04013,East Laurieton,1990,3,3,1985,Pool,895739
P04014,Stephenview,3849,5,1,2020,None,780531
P04015,Rachelville,4024,3,1,2020,Garage,558374
P04016,New Markberg,4088,2,1,2008,Garden,795969
P04017,North Meredithmouth,3399,4,1,1988,Pool,254021
P04018,New Bobbyland,4576,3,2,1997,Garden,947580
P04019,Danielborough,3298,3,1,1996,Garage,606580
P04020,Hamiltontown,3233,2,2,1985,None,233650
P04021,Jasonfort,2396,5,1,1995,Garden,395185
P04022,Lake Stephanieborough,1559,2,3,2002,Garden,746424
P04023,Valenciafort,1516,5,2,2009,None,638583
P04024,Moonburgh,3081,2,3,1992,None,432096
P04025,Charleschester,2747,1,2,1986,Garden,710614
P04026,East Jefferymouth,3473,3,1,2011,None,233342
P04027,East Stephenborough,767,4,2,2017,None,142554
P04028,West Elizabethberg,4329,5,2,2010,Garage,729223
P04029,Garrisonville,4998,1,2,2005,Garage,879485
P04030,Garyton,672,2,3,1997,Pool,917597
P04031,West Daniel,2211,3,3,2018,Garage,309485
P04032,Butlermouth,4124,1,1,1996,None,256591
P04033,East Timothyville,3750,1,3,1980,Garage,932978
P04034,Kaufmanberg,4830,4,3,1987,Garage,955152
P04035,Mariamouth,799,4,2,2001,Garage,523010
P04036,North Tonya,4168,2,2,1985,None,960905
P04037,Patelborough,4201,5,3,1980,Pool,414817
P04038,New Danielfort,654,5,3,1981,Pool,830105
P04039,Graymouth,1471,3,1,1996,Pool,466855
P04040,North Danieltown,3829,2,2,2007,Pool,543809
P04041,Fordview,4588,3,1,2018,Garage,571891
P04042,New Samuel,4744,4,1,2019,None,511431
P04043,Mejiaburgh,3956,1,1,2016,Pool,543958
P04044,West Benjaminfurt,4597,4,1,1996,Garden,135186
P04045,Meganland,3340,4,2,1994,Pool,604034
P04046,West Madisonview,4809,3,3,2009,None,89446
P04047,North Jamesbury,3531,4,1,1989,Garage,588467
P04048,East Kevin,3832,2,2,2001,Garden,99224
P04049,Lake Hollychester,3737,5,2,2005,Garage,866001
P04050,West William,2693,5,2,2020,None,119631
P04051,East Hayleyborough,1942,4,1,2007,None,939025
P04052,East Danny,2575,2,2,2014,Garden,369394
P04053,Lake Kenneth,943,5,1,1985,None,324360
P04054,Tammytown,1208,4,3,2002,Garage,996642
P04055,West Raymondfort,3961,4,3,2012,None,410590
P04056,Lake Tony,3825,4,2,2018,Garage,582610
P04057,Sarahhaven,888,5,1,1984,None,523368
P04058,East Christine,724,1,1,1993,None,96424
P04059,Christophermouth,1425,5,1,1986,None,377221
P04060,North Michael,3441,3,3,2006,None,929603
P04061,South Elizabethbury,3362,1,3,2013,Garage,432578
P04062,Lake Deborahfurt,1274,3,1,1998,Garage,74518
P04063,Alexanderburgh,2827,2,1,1992,Pool,843266
P04064,Carlaville,2215,4,3,1980,None,346425
P04065,Port Sarafurt,1057,5,3,2017,None,909568
P04066,East Jonathanstad,1116,4,2,1992,None,463227
P04067,Port Christopher,1917,1,1,2011,Pool,988106
P04068,North William,2099,2,1,2003,Garage,269769
P04069,Vasquezton,2975,1,3,1988,Garage,612779
P04070,Justinborough,1288,3,3,1997,Garden,842304
P04071,East Brandonhaven,2057,1,2,2014,Pool,568793
P04072,Chanstad,2482,3,1,2002,Garden,861844
P04073,East Danielleside,1159,4,1,2003,Garden,324995
P04074,Mendezstad,4600,5,3,2011,Pool,820283
P04075,North Heatherview,4404,2,1,1985,Garage,947680
P04076,Tammyview,4913,4,2,2015,Garden,646916
P04077,Nguyenview,2588,1,3,2002,Garden,873516
P04078,Thomasmouth,1980,4,1,1992,None,713720
P04079,Kevinfurt,2432,3,3,2017,Garden,356497
P04080,Port Jeremy,3806,4,3,1998,None,246409
P04081,West Amber,4163,2,2,2012,Pool,658196
P04082,South Rachelshire,500,3,3,2008,None,201315
P04083,Dennischester,4853,1,2,2016,None,84015
P04084,North Katherine,4006,3,1,1996,Garden,116346
P04085,Port Brittanyside,1349,2,2,2014,None,375161
P04086,New Amy,4384,3,3,1994,Pool,111514
P04087,Lake Joseph,444,3,1,1984,None,453567
P04088,Stevenshire,2821,5,1,2013,None,83592
P04089,Whitemouth,2021,2,2,2012,Garden,523607
P04090,Michaelbury,1450,5,2,2010,Pool,225928
P04091,Lake Samuel,2742,1,3,2018,Pool,703334
P04092,West Amanda,1577,2,2,1980,Pool,354703
P04093,Colonhaven,2269,1,1,2003,None,825080
P04094,Markfort,4442,3,3,1990,None,662246
P04095,Port Johnnyland,2126,3,1,1988,None,927651
P04096,North Jessica,1274,2,2,1987,None,468574
P04097,East Christina,4323,5,1,2008,Pool,647025
P04098,Davidsonside,1044,2,1,1983,Garage,852998
P04099,Phamchester,3641,2,2,1982,Garage,192276
P04100,Mooneyberg,1867,4,2,2014,Garage,258824
P04101,Ramirezhaven,2258,1,1,1983,Garage,573683
P04102,South Alan,3423,3,2,1982,Pool,309775
P04103,Lake Amandabury,2393,2,2,1997,None,692551
P04104,Angelicaside,3949,2,3,1992,Garage,627578
P04105,Johnchester,757,4,3,2016,Garden,843356
P04106,Lake Susan,883,1,1,2010,None,737231
P04107,Tonyfurt,4569,5,3,2010,None,686344
P04108,New Robertmouth,1063,2,1,1998,Garage,550706
P04109,Whiteshire,485,1,1,2010,Garage,474549
P04110,Anthonyfort,1342,5,3,2005,Pool,112304
P04111,Lake Jonathan,2105,1,2,2018,Garage,460482
P04112,Garrisonhaven,1889,4,3,2003,Pool,554925
P04113,New Tammyfort,3053,2,2,1993,Garden,687356
P04114,North Jenniferview,4117,4,2,2008,Garden,355692
P04115,North April,2498,4,2,1983,Pool,308951
P04116,Lake Jennifer,3267,4,1,1996,Pool,560645
P04117,South Jose,1912,4,2,2018,Garage,752176
P04118,New Mariatown,714,4,1,1981,Garage,815588
P04119,New Wendyborough,4350,5,2,1992,Garage,416377
P04120,Harryview,4213,5,1,2008,Pool,559686
P04121,West Nicoleland,1611,4,2,2019,Garage,632535
P04122,Brianside,2338,1,1,2009,Garage,50959
P04123,Meganton,2289,5,1,2012,None,854418
P04124,East Charlesburgh,4272,2,3,2016,None,184838
P04125,New Drewchester,3166,1,3,1981,Garage,486941
P04126,Lake Kathleen,4206,2,2,2015,Garage,275273
P04127,South Miranda,1559,2,1,1999,Garage,361825
P04128,West Vincentberg,1733,3,3,2010,Pool,55615
P04129,Woodton,3455,5,1,1981,None,612476
P04130,Nixonbury,4394,3,3,2002,Garage,487788
P04131,Ashleybury,963,1,2,2001,Garage,558774
P04132,Scottshire,1579,5,1,2000,Pool,697119
P04133,Cameronton,1489,4,1,1992,Pool,712255
P04134,Johnsonshire,4208,2,3,1990,None,687906
P04135,New David,2181,3,1,1983,Garden,167183
P04136,North Heidi,1326,4,1,2012,Garden,324509
P04137,Cabrerafort,433,2,3,1992,Pool,910116
P04138,East Haley,4066,5,1,1990,Garden,265146
P04139,Hernandezburgh,2643,1,2,1982,None,894879
P04140,Gonzalezmouth,3875,3,1,1999,Garden,603665
P04141,East Johnbury,583,1,2,2018,None,950546
P04142,North Stevenmouth,3412,3,1,1981,Pool,760886
P04143,Barnesport,1828,2,1,1997,Pool,540878
P04144,North Andrew,1760,1,3,2009,Pool,930659
P04145,Carriefort,732,3,3,2001,Garden,860382
P04146,New Joeberg,4625,1,1,2018,Garage,258469
P04147,Hicksfurt,2932,1,2,2016,None,766161
P04148,Jennifermouth,4260,5,3,2001,Garden,819086
P04149,New Jonathan,2777,2,1,2020,Garden,343501
P04150,Port Madisonside,2956,4,1,2019,Garage,387810
P04151,Lake Christine,4362,2,3,2020,Pool,244455
P04152,Davidbury,2436,4,2,1987,None,410613
P04153,Michaelmouth,4275,1,2,1984,Pool,312447
P04154,East Ryanfort,1093,4,2,2015,None,605528
P04155,Duncantown,2330,2,2,2011,None,519783
P04156,Leehaven,534,1,2,1985,None,152158
P04157,North Ryanfort,4661,1,2,2000,Garage,230349
P04158,Clarenceville,3525,1,3,2011,Garage,785609
P04159,Port Henrychester,967,1,1,2009,Garage,314159
P04160,East Theodorehaven,2667,3,3,1984,Garage,715184
P04161,New Adam,618,2,1,1993,Pool,733674
P04162,Lake Ronald,868,1,2,2000,Garage,107897
P04163,Smallton,1405,5,3,1998,Garden,242232
P04164,Myersside,3120,4,3,1996,Garage,922239
P04165,North Jeffreychester,4945,5,1,1984,Pool,987043
P04166,Dennismouth,313,5,1,1993,Garden,737983
P04167,Bishopfurt,2976,5,3,2015,Garden,907497
P04168,West Morgan,1450,2,2,1986,Garden,363007
P04169,Lake Courtneybury,3914,5,1,2020,Garden,257079
P04170,Staceyville,1836,1,3,1984,Pool,393610
P04171,New Rebecca,1539,5,3,1987,Garden,900558
P04172,Christopherborough,4929,2,2,1999,Pool,581729
P04173,North Amanda,3128,4,3,2000,Garage,115493
P04174,North Laurenberg,1254,5,3,1994,Garage,93562
P04175,Paigeland,3066,4,2,2005,None,153894
P04176,Paulfurt,3475,2,1,1980,Garden,221270
P04177,South Annchester,1619,5,1,1985,None,575642
P04178,Darrenberg,4143,1,1,1980,Garden,848637
P04179,Port Brentfurt,2078,1,3,1987,None,216908
P04180,Grayhaven,2484,3,3,2001,Garage,559916
P04181,Lake Rickytown,2277,4,1,2017,Garage,111622
P04182,Philliptown,3894,3,1,2001,Garage,823334
P04183,Riddlefurt,1594,3,3,2017,None,790809
P04184,North David,3524,3,1,2016,None,891785
P04185,Lake Tracystad,2955,5,2,1997,Garage,129360
P04186,North Vanessa,2464,2,2,1998,None,242154
P04187,Samuelchester,4055,4,3,2001,None,968471
P04188,Floresville,4257,5,2,2008,Pool,524989
P04189,East Mario,320,1,3,2012,Pool,520875
P04190,New Nicole,4567,2,2,1993,Pool,153203
P04191,Ryanborough,4758,4,3,2013,None,640429
P04192,West Brittanyburgh,4390,3,3,1989,None,818800
P04193,Port Mitchell,4988,1,2,1987,Garage,557897
P04194,Lake Megan,3780,2,1,1987,Garden,659843
P04195,West Daleville,2872,5,2,1997,Pool,887002
P04196,South Jameschester,2830,2,1,2009,Garage,223478
P04197,Lindseytown,3057,4,2,2005,None,823818
P04198,Estradafurt,4375,5,1,1991,Garage,845140
P04199,Pattonfurt,301,4,1,1983,Garden,219836
P04200,North Kevin,780,1,3,2009,None,916706
P04201,Stevenberg,1765,4,2,1996,Garden,876690
P04202,Bauerton,3259,2,3,2007,Garden,662665
P04203,North Coryhaven,785,3,1,2018,Garden,584649
P04204,Terribury,3228,5,1,2011,Garden,833853
P04205,South Richard,1189,5,2,1986,Pool,231473
P04206,North Christopherton,583,2,1,2013,Garden,810357
P04207,Stephaniechester,2950,2,1,2013,None,854340
P04208,New Aaron,479,3,2,2000,Pool,480599
P04209,New Karenborough,2829,3,2,2000,Pool,497928
P04210,Michaelstad,660,2,1,1986,Pool,515896
P04211,Hartmanview,4800,2,2,1983,Garage,499596
P04212,West Steven,618,5,2,1985,Pool,849155
P04213,Jonesberg,2929,5,2,1982,Pool,489834
P04214,New Michelemouth,380,1,1,2012,Garden,100411
P04215,Thomasshire,761,5,2,1989,Garden,962608
P04216,East Meganland,2156,2,1,2020,Pool,175496
P04217,Pattersontown,3614,1,2,2014,Garage,725625
P04218,West Kirkmouth,481,2,3,1993,Pool,721248
P04219,Lake Joelstad,4255,3,2,1988,None,590705
P04220,Moorehaven,4738,2,3,1998,Garage,616874
P04221,Port Tonymouth,3222,4,1,2009,Garden,777865
P04222,South David,2189,1,2,1991,Garage,271630
P04223,West James,4336,2,2,2001,None,792101
P04224,Taylorberg,4801,4,3,1981,None,992216
P04225,Jenningsbury,1099,5,2,2002,None,644670
P04226,West Andreview,4546,3,1,1981,None,485976
P04227,Joshuastad,4891,1,2,2012,Pool,326376
P04228,Roberthaven,4552,1,3,2004,None,469836
P04229,North Scott,4459,2,1,1999,Pool,892698
P04230,Lake Sonyaborough,978,1,1,1980,Pool,282839
P04231,West Scott,700,1,3,1980,None,885349
P04232,North Heather,3519,4,3,1985,Pool,635446
P04233,Nguyenberg,3332,2,2,2019,Garage,757358
P04234,Campbellside,2991,5,3,1993,Pool,908237
P04235,South John,1310,4,1,1982,Pool,473259
P04236,Victormouth,2306,3,1,1986,Garage,288755
P04237,South Lisa,3144,1,1,2008,Pool,907065
P04238,Lake Andrewstad,2808,5,1,2018,Garage,347839
P04239,Thomasside,769,4,3,2004,Pool,884175
P04240,North Suzannebury,4578,2,1,2020,Garage,963711
P04241,Jocelynfort,341,5,3,2005,Garden,271445
P04242,Michaelshire,2218,1,2,1983,None,674220
P04243,Jasonborough,3989,5,1,2011,Garden,610477
P04244,Emmaton,592,4,1,1995,Garden,269847
P04245,Smithbury,4035,4,1,1992,Garage,120399
P04246,Kimberlyfort,4160,2,1,1999,Garage,427877
P04247,Port Robertoland,3269,3,1,1981,Garden,54968
P04248,Nicoleburgh,4111,1,1,2019,Garage,439285
P04249,Zacharyport,1757,2,3,1988,None,527070
P04250,Lake Samuelton,4582,3,3,1995,None,269282
P04251,Tuckerville,1151,5,1,2014,None,118147
P04252,Jeffersonfurt,3902,3,2,2002,Garden,545205
P04253,South Stephaniemouth,4353,5,2,1994,Garage,522408
P04254,Josephmouth,3829,3,3,1983,Pool,166181
P04255,Thompsontown,1844,5,2,1989,Garage,560831
P04256,Port Danielle,3350,2,2,1985,Garage,216258
P04257,Kathleenhaven,4511,1,2,1999,Pool,146752
P04258,Christopherhaven,1033,4,3,2020,Garden,510560
P04259,North Matthewton,972,5,2,2015,Garden,355297
P04260,Griffithton,2885,3,3,2005,Garden,631292
P04261,Ellisfurt,2670,3,3,1999,Pool,876842
P04262,Jesusberg,3628,3,1,1980,None,343102
P04263,Georgeborough,3391,2,3,1999,Garden,106381
P04264,Rodriguezchester,1613,3,3,2018,None,331962
P04265,Reneechester,2199,1,2,2016,None,158505
P04266,Melissaburgh,874,2,1,2016,Garage,838267
P04267,Aprilfurt,2128,1,1,1998,None,867392
P04268,Paulborough,1212,4,2,2008,None,838725
P04269,New Richard,3500,4,1,1999,Garden,91023
P04270,Hillbury,4906,1,3,1989,Garage,313312
P04271,South Jeffrey,2677,3,1,1990,Garage,275278
P04272,Dennisville,558,1,1,1985,Pool,213825
P04273,Port Andreamouth,4849,5,3,1995,Garden,742961
P04274,Lake Sandra,4380,4,1,1985,Pool,969830
P04275,Stoutland,895,5,2,2010,Garage,208753
P04276,Wallaceport,4543,1,2,2013,Garage,634979
P04277,Port Jared,3826,5,3,1982,Garden,903572
P04278,Port Kimberly,1768,1,2,1992,Garage,225274
P04279,North Rachel,1546,1,1,2001,Garden,357808
P04280,East Linda,4626,2,3,2013,None,373921
P04281,Paulville,3219,2,3,1994,Garage,511150
P04282,Sharonport,2178,5,2,2012,Pool,919285
P04283,Juanbury,1633,5,2,2004,Garden,674701
P04284,South Kimberlyhaven,1052,4,1,2006,None,328819
P04285,Monicahaven,4834,3,1,2007,Garden,216220
P04286,Gentrytown,1056,5,1,1988,Garage,269077
P04287,Scottfort,2278,3,3,2019,Pool,391830
P04288,Robertside,2313,3,3,2006,Garden,918627
P04289,Snydermouth,1387,1,3,1983,Garage,150724
P04290,South Amanda,4421,3,1,2014,Garden,727420
P04291,Nelsonhaven,4732,3,1,2009,None,202291
P04292,Taylorshire,2315,2,2,2004,None,68496
P04293,Brooksberg,4960,5,1,2012,Garage,626401
P04294,New Angela,737,1,1,1983,Pool,59662
P04295,Hendersonview,582,1,2,2001,Garden,261549
P04296,South Amanda,991,5,3,2005,None,917618
P04297,Jonesland,3857,4,2,2006,Garden,941613
P04298,Janiceside,526,3,3,2008,Pool,477645
P04299,Austinton,2469,2,3,1988,Garden,992877
P04300,Angelton,4608,4,2,2020,Garage,660149
P04301,North Annetteshire,1804,2,3,1999,Garage,107721
P04302,Janetville,1513,3,1,2012,None,190152
P04303,East Sarah,4894,5,1,2008,None,861034
P04304,Galvanmouth,1603,5,2,2002,Pool,504780
P04305,Summerston,3014,5,2,2003,None,704529
P04306,Burkebury,3221,1,1,2001,None,542198
P04307,New Adam,4936,3,1,1988,None,699770
P04308,Johnside,1364,3,1,2005,None,940514
P04309,Robertchester,2228,2,2,1996,None,114101
P04310,New Erik,4624,1,2,1991,None,640614
P04311,East John,3677,2,3,2019,Garage,277598
P04312,Port Deannaberg,1055,5,1,1984,Garage,761955
P04313,Jamesside,1607,1,2,1980,None,470913
P04314,West Aliciamouth,1394,3,1,2010,Garden,138897
P04315,Estradaburgh,347,1,2,1986,Pool,83396
P04316,Cruzberg,1520,1,1,2016,Garage,904369
P04317,North Brianburgh,1470,2,2,2005,Garage,594936
P04318,Murrayport,3616,3,2,1988,Pool,176661
P04319,Jasonberg,3630,4,2,1987,Garage,689166
P04320,Christopherville,4691,5,3,2016,None,283246
P04321,Lake Melissastad,384,3,2,1985,None,624071
P04322,Carlabury,2081,3,3,2017,Garage,506963
P04323,Lake Derrickfort,2826,3,3,1990,Pool,792318
P04324,South Kevin,2858,3,2,1987,Pool,514518
P04325,Port Barbara,501,4,3,2019,Garage,856962
P04326,North Shannon,1031,4,2,1986,Garden,339176
P04327,Thomasborough,4313,3,3,2014,Garage,318507
P04328,West Tricialand,3642,5,2,2015,Pool,818973
P04329,Mcdowellburgh,3757,1,3,1988,None,804879
P04330,South Elizabethborough,2387,4,1,1994,Garden,246578
P04331,Timothyfort,3886,3,3,1980,Garage,870147
P04332,Ericksonmouth,3208,5,3,2008,Garage,79372
P04333,Lake Royview,2867,3,3,2019,Pool,865592
P04334,Whitakerberg,1632,2,3,1983,None,188212
P04335,Lake Christinaberg,1104,2,2,2005,Garden,451729
P04336,New Angela,1160,4,3,2015,None,427368
P04337,Cooperton,1640,4,2,2007,None,530995
P04338,New Hailey,3765,5,2,2002,Pool,979168
P04339,Port Debrabury,3442,4,3,2000,Garage,917755
P04340,West Elizabethburgh,376,2,2,1995,None,238718
P04341,Ramirezmouth,1945,5,1,2012,Garden,705304
P04342,North Keithport,3598,1,3,2008,Garage,334485
P04343,Garrettmouth,1436,4,2,2017,Garden,783623
P04344,Port Christinefurt,1862,1,3,1987,Garage,702951
P04345,Port Patrick,2250,5,3,1993,None,340699
P04346,Vaughanland,1291,4,1,1990,None,654596
P04347,East Kristy,612,4,1,1991,Garden,148945
P04348,South Bradleyview,4326,1,2,1990,Garage,983180
P04349,Fernandezberg,3520,3,2,2015,Pool,280317
P04350,East Sydneychester,2559,2,1,1980,Garage,414628
P04351,Andreashire,1585,5,3,2014,Garage,63782
P04352,North Jennifer,2089,5,3,2015,None,924788
P04353,Saundersville,4136,1,1,2016,Pool,471439
P04354,Rojasburgh,3861,1,2,2014,Pool,284268
P04355,Mcgeetown,4382,4,3,1993,Garden,974604
P04356,Annaside,2996,1,2,1995,Garden,209515
P04357,South Nicolemouth,4139,4,3,2009,Garden,965257
P04358,Livingstonton,2356,4,1,2020,None,186641
P04359,Port Daniel,3812,1,1,2007,Garage,948401
P04360,Robertsstad,4205,4,1,2007,None,951233
P04361,Port Kayleeburgh,3019,4,1,2005,Garage,722949
P04362,North Robert,2821,4,3,2014,Garden,369579
P04363,Lake Alicia,3753,5,2,1993,Garage,261134
P04364,Brianastad,405,1,1,2001,Garage,249902
P04365,Lake Johnland,2019,4,3,1996,Garage,479606
P04366,Barnettmouth,3919,4,1,1989,Garage,724862
P04367,Port Karenport,2404,1,3,1980,Garage,729147
P04368,Schmittberg,2736,3,2,2018,Pool,241768
P04369,New Pamelashire,1296,3,1,1992,Garage,490793
P04370,East Lucas,2063,4,3,1989,Garden,417357
P04371,East Juanshire,2671,4,1,1991,None,404796
P04372,Richardchester,3348,5,2,1981,Pool,568981
P04373,South Sarahstad,1241,2,2,2004,Garden,60467
P04374,Sierramouth,334,2,3,1992,Garage,557206
P04375,Wangmouth,2766,1,3,1987,None,689024
P04376,Port Christopherburgh,3801,3,2,1995,None,791854
P04377,New Tracyborough,541,5,3,1988,Garden,387319
P04378,Lake Juliaburgh,4621,4,2,2000,Garden,450446
P04379,Lake Bryan,3792,3,1,2012,Garden,88972
P04380,Port Maria,3321,1,3,2002,Garage,389583
P04381,Johnville,4945,1,3,2004,Garden,893725
P04382,New Sandra,4220,1,1,1998,Garden,640377
P04383,North Samantha,1003,2,2,2010,None,588408
P04384,South Brian,2670,5,1,1980,Garden,791676
P04385,South Todd,2722,4,2,2020,Garage,836966
P04386,Lake Timothy,342,2,1,1995,None,474946
P04387,Davidbury,1394,1,2,2017,Pool,169057
P04388,Solismouth,644,4,1,1995,Pool,127525
P04389,South Shawntown,4707,3,3,1984,Garage,64626
P04390,Davismouth,4629,1,3,2010,Garden,214729
P04391,North Austin,1691,1,1,2001,Garden,957372
P04392,West Tamaraberg,2588,3,3,2001,Garden,374263
P04393,Lisachester,2119,5,2,2002,None,652627
P04394,Coltonstad,2191,3,3,2007,Pool,161755
P04395,Bowenfort,4675,4,3,2012,Garden,772675
P04396,Kevinland,1536,4,1,2016,Garden,216033
P04397,New James,1344,5,3,1980,Garden,112715
P04398,Jerryborough,1141,1,1,2004,Garage,801866
P04399,Anneshire,2198,2,1,1985,None,111505
P04400,Greenton,3121,2,3,1986,Pool,431817
P04401,New Gabriela,608,3,1,2016,Pool,507025
P04402,New Sarah,3221,3,1,1989,Pool,281318
P04403,Harmonbury,2747,5,1,2016,Pool,117563
P04404,Clarkechester,1343,1,3,1983,Garage,923333
P04405,Duncanstad,2793,4,3,1990,None,785672
P04406,Williamtown,1101,1,1,2014,Garden,543301
P04407,South Susan,2916,1,1,1991,Garden,70561
P04408,Joshuafort,2204,2,1,2004,Pool,557819
P04409,Greenside,3662,2,3,1999,Garden,601671
P04410,South Franklinside,458,1,3,1987,None,829850
P04411,South Jack,4206,4,3,1988,None,753849
P04412,South Kristinville,3980,3,1,1991,None,733941
P04413,Lindsayberg,2055,2,3,2015,Garden,179687
P04414,Margaretside,2290,2,3,2009,Garage,200304
P04415,Port Coreyburgh,4127,4,3,1984,Pool,681192
P04416,Williamside,2994,4,2,1984,Garage,532868
P04417,West Marilyn,2378,4,1,1989,Pool,981745
P04418,Aprilberg,2225,5,3,2012,Pool,611214
P04419,South Anthonystad,1862,4,2,1991,Garage,264004
P04420,Josephview,2555,1,2,2019,Garage,741492
P04421,Jonathanton,3215,5,2,2006,Garden,245349
P04422,Blakefurt,422,3,1,2009,Garden,835904
P04423,South Dennis,2722,3,1,2010,Garage,606632
P04424,Lake Bradley,2240,4,1,2015,Pool,714426
P04425,Mirandaberg,3969,1,3,2001,Garage,149826
P04426,Johnsonborough,1626,2,3,1995,Garage,862551
P04427,Fisherfort,4510,4,1,2017,Pool,795619
P04428,Lake Brittney,1776,2,2,1980,Garage,70591
P04429,Watkinsbury,4958,4,1,1981,Pool,260927
P04430,Turnertown,1797,2,3,2008,None,487393
P04431,Parkerbury,1934,2,2,2015,Pool,651092
P04432,South Melissa,1688,5,1,1980,Garage,331728
P04433,North Bradley,4109,4,3,2000,Garden,153091
P04434,East James,3584,4,3,1986,None,648992
P04435,Crystalburgh,953,4,1,2017,Garden,842254
P04436,Lake Kaylachester,3653,3,3,2014,Garden,838909
P04437,South Jamesberg,4016,1,2,2011,Garden,335795
P04438,New Daniel,1320,1,3,1987,Garage,148065
P04439,Lake Kyle,1609,3,1,2012,Pool,550669
P04440,North Wendyhaven,1780,5,1,2008,Garden,432957
P04441,West Patriciaborough,1611,2,1,2011,Garden,723970
P04442,Sallyview,2844,3,3,2011,Pool,738037
P04443,Fredburgh,1922,3,3,1999,Garden,670749
P04444,Williamsville,1413,4,3,2011,Pool,864631
P04445,West Michelleland,518,3,2,2004,Garage,905762
P04446,West Trevor,2634,2,2,1991,Garden,232374
P04447,West Michelleberg,3781,4,1,2005,Pool,600715
P04448,Valenzuelaview,4804,1,2,2000,Garage,330371
P04449,North Tara,3522,3,1,1985,Garage,745842
P04450,North Alicia,4616,5,1,1987,Pool,627311
P04451,Stevenshire,813,3,3,2001,Pool,589730
P04452,Port Diane,3642,2,1,1983,None,784206
P04453,East Jenniferborough,2964,4,1,1988,Garage,51977
P04454,Margaretmouth,1892,5,2,1989,None,325910
P04455,West Michaelville,1411,4,1,2017,None,330223
P04456,West Teresa,3091,4,1,1983,None,310140
P04457,Tiffanyberg,1056,5,3,1994,None,105891
P04458,North David,929,5,1,2010,Pool,143120
P04459,Smithside,1562,2,1,1983,Garden,527643
P04460,Port Sheilaburgh,2678,5,1,1985,Garden,512753
P04461,Lindachester,1850,5,3,2011,Pool,646649
P04462,Charlesland,2883,1,3,1995,Pool,587471
P04463,Richardschester,3628,2,1,1983,Garden,342898
P04464,Morrisberg,1722,2,3,2000,Garage,660960
P04465,Wilsonbury,3619,4,3,1987,Pool,748277
P04466,West Richardport,3901,3,2,2011,None,296205
P04467,South Robert,2984,1,1,1983,Garage,56632
P04468,Lake Ryanmouth,1554,3,3,2010,None,682024
P04469,Reynoldsberg,3989,4,1,2002,Pool,398062
P04470,Annaview,3571,1,3,2000,Pool,758568
P04471,New Tyler,3146,1,3,2014,None,236763
P04472,Reneefort,3670,1,3,1996,Pool,105536
P04473,Jessicaborough,2679,1,3,1991,Garden,333293
P04474,West Connorberg,1143,4,2,2014,Garage,645703
P04475,Careyfurt,3932,3,3,1997,None,62325
P04476,North Jackhaven,3094,4,3,2008,None,624286
P04477,Jeffreyland,2019,5,2,2002,Garden,263042
P04478,Chavezhaven,3539,5,1,2020,None,792589
P04479,West Timothyville,1465,5,3,1992,Garden,550405
P04480,North Davidmouth,811,5,2,2013,Garden,426124
P04481,Lake Richard,1858,2,1,2012,Garage,807411
P04482,West Jamesview,2577,2,1,2017,Garage,141992
P04483,Ginabury,1253,3,3,1997,Garage,421733
P04484,Samanthafort,3598,3,2,2015,Pool,701746
P04485,New Laura,4312,2,1,1997,None,648973
P04486,Trujillohaven,2528,5,2,1995,Pool,563225
P04487,Port Pamela,4022,2,1,2016,None,913646
P04488,Davisborough,2937,2,1,1981,Pool,219861
P04489,Lloydhaven,3487,5,2,1986,None,224430
P04490,Lake Cameron,4730,4,1,2015,Pool,268054
P04491,Dylanstad,2241,5,3,2012,None,788115
P04492,East Briantown,575,4,3,2004,Garage,660237
P04493,Nealville,4480,2,2,2010,Garage,444245
P04494,East Davidtown,1400,1,1,2013,Garden,279128
P04495,Andrewshire,4936,4,2,1993,Pool,994596
P04496,Davisland,1369,1,2,2010,None,244565
P04497,Gardnerview,3346,1,1,1987,Garden,486030
P04498,Lindastad,1707,3,1,1983,Garage,210725
P04499,South Margaretville,1231,1,1,2000,None,337467
P04500,Smithchester,1396,4,1,2020,Garden,554901
P04501,Lake Colleen,2304,3,2,2009,Garden,952877
